,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
205,The Modern Investor,Barbados,I like three things. C.A.R. - Crypto. Art. Real Estate.,2017-01-01 09:58:42,21715.0,29,1262,False,2021-02-10 22:23:05,"First PayPal... The Visa... Now Mastercard. Is there anyone who doesn't understand yet that Bitcoin is going to $1,… https://t.co/xdefqbgdro",,Twitter Web App,False
206,Berdio Soleo,,,2020-12-25 13:17:53,31.0,57,60,False,2021-02-10 22:21:50,"The Chinese Giant $Neo is coming  🔜 #NEO3 🚀🚀💚

#btc #bitcoin #Binance #coinbase $doge $btc $xrp $eth $ada $dot $wsb… https://t.co/eTWnlNv82u","['NEO3', 'btc', 'bitcoin', 'Binance', 'coinbase']",Twitter Web App,False
207,Blue Ox Capital,"Washington, DC","VC, Growth & innovative Co’s, & SPACs, Utilizing the Revolving Door Strategy© ""RDS"", a portfolio cash flow strategy. NOT INVESTMENT ADVICE",2020-12-29 19:07:44,40.0,97,123,False,2021-02-10 22:21:43,Inverse Leveraged ETFs here against Biden &amp; ESG #sectors? #bold #hedge #fintwit #finance #StocksToBuy… https://t.co/h9nekZpyhZ,"['sectors', 'bold', 'hedge', 'fintwit', 'finance', 'StocksToBuy']",Twitter for iPad,False
208,JonK🇪🇺,,TradingView: https://t.co/UAWHoqFVIA Stocks + Bitcoin ideas and updates. (No trading advice!! / Keine Finanzberatung!!),2020-05-25 21:06:44,13.0,159,100,False,2021-02-10 22:20:59,"#Bitcoin fighting with major uptrending resistance. 
The RSI did not yet have a proper reset. In the last bull mark… https://t.co/r88L36JJrF",['Bitcoin'],Twitter for iPhone,False
209,xbt_blvrg,,I trade crypto futures and flip #BTC.,2011-11-09 16:38:56,634.0,192,514,False,2021-02-10 22:19:59,"$BTC

slowly starting to add back on my long.

#BTC  #Bitcoin  $BTCUSD #crypto $crypto https://t.co/A6CbyDzdVy","['BTC', 'Bitcoin', 'crypto']",Twitter for iPhone,False
210,Alex,,"All about #Cryptocurrency!! 
Donations🤑 #BTC➡️bc1qxx2wx0v9vdes7vampdn8w7r5xd8v74n94k894d #ETH➡️0x29f5caa2a7aB76b70CB7C1a8b47d2b8EccBaC57b #Crypto #btcdonation",2021-01-31 15:07:10,8.0,35,236,False,2021-02-10 22:19:08,Will #Apple follow #Tesla and buy #Bitcoin ?? #bttcoin #BTC #Crypto #cryptocurrency $btc,"['Apple', 'Tesla', 'Bitcoin', 'bttcoin', 'BTC', 'Crypto', 'cryptocurrency']",Twitter for Android,False
211,Crypto is the future,,"I will post a lot of buying signals for BTC trading, so I hope that you block me. Drop all everything, Buy Bitcoin for the future I was together with you!",2019-09-28 16:48:12,625.0,129,14,False,2021-02-10 22:19:02,$BTC Going up signal on a 30 minute chart! Price: \4898128.0 (2021/02/11 07:15) #Bitcoin #FX #BTC #crypto,"['Bitcoin', 'FX', 'BTC', 'crypto']",dlvr.it,False
212,Omar Arrawi,"England, United Kingdom","BCH is the best cash so far. Tweet at me!
Interested in art, technology, finance, blockchain and movies.
(I'm now team BCH)",2020-06-13 14:38:29,70.0,1356,265,False,2021-02-10 22:18:53,"BTC payment still not done
It's 21:18 pm now
I know it will take at least another hour.. maybe 3 hours+.. I can't t… https://t.co/qmmsZGibqM",,Twitter for Android,False
213,Adem Aslan,Türkiye,"Just Hodl ! #cryptocurrency
#ethereum 
#bitcoin

Telegram: TeknikAnalizTR",2021-01-01 15:11:09,50.0,156,85,False,2021-02-10 22:17:36,"Don't forget, JUST HODL ! 🚨🚨🚀
#cryptocurrency #HODL #hold #bitcoin #btc #Ethereum #eth
#DOGE #Cardano #Ripple #LINK… https://t.co/lNsODwh6fI","['cryptocurrency', 'HODL', 'hold', 'bitcoin', 'btc', 'Ethereum', 'eth', 'DOGE', 'Cardano', 'Ripple', 'LINK']",Twitter for Android,False
214,Crypto News Analyst,"Atlanta, GA",#Bitcoin  We aim to bring you the latest Headlines and Analysis on Cryptocurrency,2021-01-15 19:34:43,36.0,23,432,False,2021-02-10 22:15:26,"Want to Learn and Earn FREE 💰 #CRYPTOCURRENCY stay tunded to this edition of CNA !! #CryptoNews
#cryptotrading… https://t.co/4KLD9Mtq6S","['CRYPTOCURRENCY', 'CryptoNews', 'cryptotrading']",Twitter for Android,False
215,bidcoin_channel,,"bidcoin is a revolutionary way to get #cryptocurrencies, such as #bitcoin #btc or #ethereum #eth
Have fun and obtain your reward on https://t.co/e6GIKqoEf7",2019-07-16 17:34:52,25.0,1,1,False,2021-02-10 22:14:01,#bidcoin social #reward program gives you #FREE bid token to #play right away! NO need to recharge!! 😍 click now… https://t.co/R7jJ4a0a7Y,"['bidcoin', 'reward', 'FREE', 'play']",BidNews,False
216,Anthony,"Toronto, Ontario",29 // And I oop. Want your piece of the #Bitcoin pie? Sign up for #Shakepay w/ the link in my bio! #Canada,2009-03-05 14:50:18,1170.0,466,2594,False,2021-02-10 22:14:00,Love this community! #Bitcoin #BTC #ForThePeople #WSB $BB $AMC $NOK $GME #BANG https://t.co/NOiqZO1CKq,"['Bitcoin', 'BTC', 'ForThePeople', 'WSB', 'BANG']",Twitter for iPhone,False
217,CryptoParos,New York,Pilot + Industrial Engineer + PhD in World Politics. TA's never investment advice. https://t.co/6IC98De3tT,2020-09-04 23:54:04,4150.0,0,1802,False,2021-02-10 22:13:45,"#RSRBTC hit the third target, 127 sats.🚀🚀🚀

19 % profit in the bag already.💰💰💰

#rsr #rsrbtc #rsrusdt $rsr #btc￼… https://t.co/yR34eLC7bI","['RSRBTC', 'rsr', 'rsrbtc', 'rsrusdt', 'btc']",Twitter Web App,False
218,Xavier Chua,My Small Youtube Channel 👉🏻,"Let's talk Tech 👨‍💻, Sports 🏀, Life 🧬 and Gaming. 🎮 Cats included 🐈 I also talk $BTC $XRP $ETH",2020-01-26 22:29:19,149.0,654,1164,False,2021-02-10 22:13:33,"What’s your Crypto Risk Appetite?

#Cryptocurrencies #Bitcoin #ETH #XRP #ADA #DOT #LINK #BNB #BTC #BSC #DeFi","['Cryptocurrencies', 'Bitcoin', 'ETH', 'XRP', 'ADA', 'DOT', 'LINK', 'BNB', 'BTC', 'BSC', 'DeFi']",Twitter for iPhone,False
219,Demi Crypto,"Dubai, UAE",#blockchain #crypto #money #cardano #litecoin #btc #bitcoin #xrp #cryptocurrency #followtrick #chainlink #eth #finance #ethereum #cryptonews #DeFi #Uniswap #ada,2020-10-23 19:10:17,644.0,934,2376,False,2021-02-10 22:13:25,Follow me @cryptodemi    #Bitcoin #Cardano #BTC https://t.co/iI2qhcBi4P,"['Bitcoin', 'Cardano', 'BTC']",Twitter Web App,False
220,jabak,Nope,"The left has nothing going right, and the right has nothing left.",2020-01-31 18:50:31,42.0,201,12050,False,2021-02-10 22:13:19,$STX is going to 1$ by the end of this week. Get onboard!! #blockstack #Bitcoin #BTC $BTC,"['blockstack', 'Bitcoin', 'BTC']",Twitter Web App,False
221,Fernz,Mexico,"Guitarist, Playlist curator, song writer and investment aficionado. $ADA Cardano #Bitcoin",2016-10-21 19:04:15,77.0,384,217,False,2021-02-10 22:11:42,"Mercado Crypto Vale + que Google, Bitcoin rompe $48,000 ... https://t.co/ToGkLGVjc2 #bitcoin #BTC","['bitcoin', 'BTC']",Twitter Web App,False
222,Łitecoin Bull | The News Before The News!,"Brisbane, Queensland","Senior #Crypto Analyst, 💰Blogger, Entrepreneur, Predictive Linguistics Data, Investor,  Join Us --  https://t.co/jhp1qipqP8",2018-03-16 00:01:14,14386.0,3200,276307,False,2021-02-10 22:11:27,"Correlation Between S&amp;P 500 And #Bitcoin 

#Truth #Crypto #Btc #SPX #Investing https://t.co/lroL74THpE","['Bitcoin', 'Truth', 'Crypto', 'Btc', 'SPX', 'Investing']",Twitter Web App,False
223,Trading All In @TradingAllIn.com #MNGDby.@MichDe Ⓜ,Wall Street Riding the Bull!,"#TradingAllIn Every Cent Every Second Every Market 
Place Orders Make Trades No Bets No Games 
#Stock #FinTech #Crypto 
#Bitcoin #Ethereum #DOGEcoin💎
Ⓜ@MichDeⓂ",2020-11-29 19:36:12,1432.0,900,4147,False,2021-02-10 22:11:20,"https://t.co/mns1rudicu

The long-time software executive sees #bitcoin as a form of ""digital gold"" and it's the… https://t.co/Kae2mguSou",['bitcoin'],Twitter for Android,False
224,Crypto Cars Online,"Dallas, TX","Crypto Cars Online is a first company in the U.S. to offer vehicle purchases with Crypto Currency, offering new and pre leased vehicles.  #Bitcoin",2020-10-05 16:10:27,519.0,4532,1875,False,2021-02-10 22:11:15,"The track-inspired, first wide-body Audi RS 7 captivates with unbridled power and a kinetic presence🏁. Shop now wit… https://t.co/gMvSwFKKCB",,Hootsuite Inc.,False
225,HODLFIRE!🔥,Run The Numbers 👉🏼,"#HODL & F.I.R.E. strategies to build #Bitcoin wealth!
Learn how to compound interest on bitcoin with our spreadsheet.
https://t.co/kkb1ZOKxL5",2020-06-01 23:06:34,358.0,242,6801,False,2021-02-10 22:10:55,"Today $1 buys 2,226 satoshi's

0.00002226 #BTC
0.00002226 Sats
2,226 Sats

A fraction of a #Bitcoin 

Run the Numbe… https://t.co/fsyB1A7MxJ","['BTC', 'Bitcoin']",Twitter Web App,False
226,Satoshistan ₿,Cuba,"PRICE/TIME TRIANGULUM 📐 CHARCITECT
This page is my notebook, don't take it so serious or u get rekt!
https://t.co/Tes8aPutdY",2019-01-04 02:00:39,246.0,183,1580,False,2021-02-10 22:10:30,"and mid-high time frame divergence almost on all oscillators. I will be very careful by trading it

#BTC 

 $eth… https://t.co/D3AG9LZ1xs",['BTC'],Twitter Web App,False
227,aWebAnalysis | Crypto,Blockchain,"Cryptocurrencies price monitor & analysis tools.
 
Buy Crypto on Binance with a permanent 20% Discount on all commissions with this link: https://t.co/Z8wYIvvNsT",2017-08-30 19:26:58,1877.0,1454,33,False,2021-02-10 22:10:02,"Bitcoin BTC Current Price:
$44,959.90
1 Hour: -0.49% | 24 Hours: -4.46% | 7 Days: 21.37%
#btc #bitcoin","['btc', 'bitcoin']",AwebAnalysis,False
228,Cryptocurrencies / USD,,Stay updated on the main cryptocurrencies of the market | @cryptosEUR for EUR | Do you miss any coin? ➡️ DMs open,2018-08-02 10:06:05,3910.0,1,10,False,2021-02-10 22:09:29,"🔄 Prices update in $USD (1 hour):

$BTC   - 45000.0 $   (+1.09 %)
$ETH   - 1732.0 $    (+0.67 %)
$XRP   - 0.5 $… https://t.co/bCotdloRfC",,Cryptocurrencies prices to USD,False
229,hamdi ertan,,"Telegram
@Shdcompany_bot",2019-10-11 15:54:48,26.0,148,423,False,2021-02-10 22:07:19,"@ShdCash 
Coming Soon🚀🔥
#cryptocurrency
#btc  
#bitcoin  
#eth
#crypto
#blockchain
#kriptopara
#trading
#ethereum… https://t.co/2OiyKQyhjS","['cryptocurrency', 'btc', 'bitcoin', 'eth', 'crypto', 'blockchain', 'kriptopara', 'trading', 'ethereum']",Twitter for Android,False
230,Smoother Man,,"Success Motivator, Inspirational, Boss life teacher, Mens Advice, Mens Style,",2014-04-09 17:51:05,49.0,90,1169,False,2021-02-10 22:07:02,Start your #Bitcoin investing today and Get $10 of #BTC when you sign up and make your 1st investment. #bitcoins… https://t.co/5ImNW0cPYK,"['Bitcoin', 'BTC', 'bitcoins']",Twitter Web App,False
231,Bitcoin Mate (BTC News App),,Your BTC and crypto mate available FREE on Google Play!,2015-03-08 06:31:18,3309.0,1976,201,False,2021-02-10 22:06:12,CME’s Ether futures drove more than $30M volume on first day https://t.co/LtlLjbqRg5 #btc #bitcoinnews #bitcoin,"['btc', 'bitcoinnews', 'bitcoin']",Twibble.io,False
232,Joe Martin,,"Bitcoin, Blockchain & Co. – The Truth, and Nothing but the Truth – THE BOOK about bitcoin and blockchain",2017-10-14 09:36:42,327.0,941,57,False,2021-02-10 22:06:03,"The more people involved, the greater the recognition of the opportunity that blockchain technology introduces. The… https://t.co/3eLvgoQeB4",,SocialOomph,False
233,Colin Robinson 🧛‍♂️,"Staten Island, NY","Satoshi Vampire.  #gemhunter #wsb
#uniswap #DeFi 
           
          
                                
     
https://t.co/Vt3kpN1ikp",2019-02-01 02:28:51,1598.0,5006,12445,False,2021-02-10 22:05:48,"@CryptoWizardd $KOBE  🚀

#YieldFarming
max supply 54m

Trade here https://t.co/57VTDuAUXY

#DeFi #cryptocurrencies… https://t.co/oVXMCxYhQ4","['YieldFarming', 'DeFi', 'cryptocurrencies']",Twitter for Android,False
234,Bitcoin 🚀,,I bought #bitcoin before Elon Musk,2021-02-06 12:11:46,6.0,25,83,False,2021-02-10 22:05:44,How do you store your #Bitcoin ? #BTC #Cryptocurency,"['Bitcoin', 'BTC', 'Cryptocurency']",Twitter for iPhone,False
235,Satoshistan ₿,Cuba,"PRICE/TIME TRIANGULUM 📐 CHARCITECT
This page is my notebook, don't take it so serious or u get rekt!
https://t.co/Tes8aPutdY",2019-01-04 02:00:39,246.0,183,1580,False,2021-02-10 22:05:34,"also an extra structure supporting this to be happened

#BTC 

 $eth #ethusd #ethusdt #ethbtc #bitcoin #btcusd… https://t.co/UhEnAxmxML","['BTC', 'ethusd', 'ethusdt', 'ethbtc', 'bitcoin', 'btcusd']",Twitter Web App,False
236,CoinShark - Bitcoin | Fintech | Blockchain News,United States,"Bitcoin Info, Fintech News, Blockchain Technology and much more about crypto - CoinShark.🦈  #CoinShark",2017-11-20 14:48:02,1287.0,672,1095,False,2021-02-10 22:05:33,"https://t.co/0llzD7vaC9

#Huobi Global Will Donate 1 Million #AKRO 
🎉💝🚀
In honor of the Lunar New Year on the platf… https://t.co/GZPMBC8bGu","['Huobi', 'AKRO']",Twitter Web App,False
237,Ilker Yildiz,,"Just Illy! 🌍

Get 10% Cashback with Binance Exchange:
https://t.co/outOauQnMx",2010-12-09 15:30:46,42.0,162,234,False,2021-02-10 22:05:26,Join my Stream LIVE on YouTube! How to mine #BitCoin with #GamerHashCom! @IllyStern LIVE on #ILLYWHATSNEXT on… https://t.co/FbqrONC0Wf,"['BitCoin', 'GamerHashCom', 'ILLYWHATSNEXT']",Twitter Web App,False
238,CryptoParos,New York,Pilot + Industrial Engineer + PhD in World Politics. TA's never investment advice. https://t.co/6IC98De3tT,2020-09-04 23:54:04,4150.0,0,1802,False,2021-02-10 22:05:15,"Is it BULLSEYE again ??? 🎯🎯🎯

GRT / USDT (Before &amp; after)

#GRTUSDT hit all the targets set by #CryptoParos.🚀

164… https://t.co/hqNhCWSC63","['GRTUSDT', 'CryptoParos']",Twitter Web App,False
239,BitSavage,EARTH - y37,"https://t.co/HXM4nKPGFU
Create the reality you desire..  #bitcoin🕷 #eth and beyond https://t.co/KLPJzXPrQh",2009-01-19 00:28:42,3666.0,5000,46194,False,2021-02-10 22:04:29,"I love this place... Being able to share my talents with the world in an immersive format is BLISS.

@ADORORG tune… https://t.co/fGPN50mZ6z",,Twitter Web App,False
240,jabak,Nope,"The left has nothing going right, and the right has nothing left.",2020-01-31 18:50:31,42.0,201,12050,False,2021-02-10 22:03:54,$STX is going to 10$. Buckle up. The next most valuable thing after Bitcoin. #Ethereum #Bitcoin #BTC $BTC,"['Ethereum', 'Bitcoin', 'BTC']",Twitter Web App,False
241,tamanalysis08,,observer😎 technical analyst👊🏻 crypto analysis 🚀 Nothing I Tweet is financial advice.                    #bluewolf,2020-11-13 12:38:09,28.0,163,80,False,2021-02-10 22:03:22,"very good #AVAX  so you're just seeing the tip of an iceberg. 😎

#Binance #BTC #BSC #paribu #btcturk #1INCH #hedef… https://t.co/vqjwB7dkwr","['AVAX', 'Binance', 'BTC', 'BSC', 'paribu', 'btcturk', '1INCH', 'hedef']",Twitter for iPhone,False
242,Crypto Alex,👉 No Financial Advice! 👈,"Founder of the @CleverCryptoDog Community 😍
Crypto and Marketing Influencer 😎
Join @CleverCryptoDog for all about #Crypto + #Bitcoin
Regular #Giveaways 🎁",2009-11-14 17:04:35,7129.0,561,7196,False,2021-02-10 22:03:18,"-
Have a look at this new 10$ Giveaway 🍀

Just 12 hour left to join ⏰

#Ad #cryptocurrency #Giveaway #Airdrop… https://t.co/OdkFW6qP8k","['Ad', 'cryptocurrency', 'Giveaway', 'Airdrop']",Twitter Web App,False
243,🐐,"Memphis, TN",Model 🥶utk23🍊🤟🏾 $CharlieFolsom,2014-02-03 03:30:53,486.0,718,5430,False,2021-02-10 22:03:11,Buy $BTC ‼️‼️ #btc #Bitcoin #BTC,"['btc', 'Bitcoin', 'BTC']",Twitter for iPhone,False
244,Colin Robinson 🧛‍♂️,"Staten Island, NY","Satoshi Vampire.  #gemhunter #wsb
#uniswap #DeFi 
           
          
                                
     
https://t.co/Vt3kpN1ikp",2019-02-01 02:28:51,1598.0,5006,12445,False,2021-02-10 22:02:15,"@MartiniGuyYT $KOBE  🚀

#YieldFarming
max supply 54m

Trade here https://t.co/57VTDuAUXY

#DeFi #cryptocurrencies… https://t.co/wrfuO0v2k0","['YieldFarming', 'DeFi', 'cryptocurrencies']",Twitter for Android,False
245,CryptoWhale,Malta,"#Bitcoin stronghold

BSC farming whale...

Not financial advice. Just sharing my trades. DoYourOwnResearch",2012-05-25 13:09:49,154.0,40,788,False,2021-02-10 22:01:59,"My favourite earned me good profit again.

I sold half of my #STX at 0.589$ level. A fair %15 gain in a day.

@stx… https://t.co/948mHJ7Uik",['STX'],Twitter for Android,False
246,That Martini Guy ₿,Monaco,82k Subscriber #Bitcoin & #Crypto News Youtuber | Bitcoin since 2013 | Cryptocurrency & Stock investor | Made a fortune betting on myself 🚀🚀🚀,2016-10-03 14:11:43,39596.0,934,32483,False,2021-02-10 22:01:58,"ALERT!!🚨SHOCKING BITCOIN PRICE MOVE!!!  🚨  ⚠️

In Todays Video:
-  #BITCOIN VOLATILE!!!
-   SMALL ALTCOINS WITH 10x… https://t.co/vm6NHrI4i5",['BITCOIN'],Twitter Web App,False
247,coinOK,,Now part of the Dogecoin community.,2013-12-05 23:34:07,9798.0,3337,193,False,2021-02-10 22:01:43,1 BTC Price: Bitstamp 45042.11 USD Coinbase  USD #btc #bitcoin 2021-02-10 17:01 https://t.co/UTUR9Ynjti,"['btc', 'bitcoin']",CoinTweety,False
248,Colin Robinson 🧛‍♂️,"Staten Island, NY","Satoshi Vampire.  #gemhunter #wsb
#uniswap #DeFi 
           
          
                                
     
https://t.co/Vt3kpN1ikp",2019-02-01 02:28:51,1598.0,5006,12445,False,2021-02-10 22:01:25,"@Coinwise_QvQ @Adouble212 $KOBE  🚀

#YieldFarming
max supply 54m

Trade here https://t.co/57VTDuAUXY

#DeFi… https://t.co/YN8MspFbTk","['YieldFarming', 'DeFi']",Twitter for Android,False
249,PricklyPlush,,In the process of making the world a better place. Day 1 (3) 5555 Club Member.,2020-07-31 03:50:11,120.0,41,221,False,2021-02-10 22:01:12,"@THEAnnette 1/2 Been holding #BTC for years #cryptotwitter?

Imagine all those years you held tight to that… https://t.co/ePUNwJAt5v","['BTC', 'cryptotwitter']",Twitter Web App,False
250,Seekinganswers,,The seeker becomes the finder.,2020-05-19 21:38:53,17.0,475,301,False,2021-02-10 22:00:55,@f2pool_official i see what your doin and so can everyone else #CryptoNews #blockchain #BTC #InCryptoWeTrust #Bitcoin #ETH #dogearmy,"['CryptoNews', 'blockchain', 'BTC', 'InCryptoWeTrust', 'Bitcoin', 'ETH', 'dogearmy']",Twitter for Android,False
251,Team42 Crypto,United Kingdom,"@bitcoin & Crypto trader in the industry since 2014, offering 121 trading advice & services. if you need support, we are here to assist with anything you need.",2020-08-14 09:16:26,161.0,23,62,False,2021-02-10 22:00:45,#Hoskinson sparks rumours of #Apple and #Oracle #Partnership which would fit nicely into the #AppleIOS #ecosystem a… https://t.co/y7lmvUEVjN,"['Hoskinson', 'Apple', 'Oracle', 'Partnership', 'AppleIOS', 'ecosystem']",Twitter for iPhone,False
252,anacott33,NYC,Aeris Capital - AEV,2011-03-23 12:43:11,457.0,1679,1810,False,2021-02-10 22:00:35,"Mastercard Will Let Merchants Accept Payments in Crypto This Year

https://t.co/X63TFojkd4
 
#btc #bitcoin #usd https://t.co/Ve7sGR13Gn","['btc', 'bitcoin', 'usd']",TweetDeck,False
253,Coinstats,Blockchain,Stats every hour of the top 10 crypto currencies,2016-04-30 15:47:58,3508.0,0,0,False,2021-02-10 22:00:05,"Bitcoin - BTC
Price: $44,899.88
Change in 1h: -0.60451676%
Market cap: $836,273,188,500.08
Ranking: 1
#Bitcoin #BTC","['Bitcoin', 'BTC']",CoinStats,False
254,Kur Ne Oldu,Turkey,"Günlük Döviz Kurları /

Daily Currency Exchange Rates",2019-02-11 08:43:21,4154.0,76,45,False,2021-02-10 22:00:02,"⏰ 01:00
₿ Bitcoin = 44.998,6093 $
#bitcoin #btc #BTCUSD","['bitcoin', 'btc', 'BTCUSD']",KurNeOldu,False
255,Crypto Trader,,Bot to stream crypto (mostly BTC) info and flag a few traditional TA triggers. BTC/BCC tips: 14pNtiA3KLnAYBXrRtkRcESpVonQd65qqx,2017-09-09 04:26:15,1094.0,161,59,False,2021-02-10 22:00:02,"Bitcoin: $44,988.42
 -4.78% (-$2258.19)
High: $47,300
Low: $43,766
Volume: 715

$BTC #BTC #bitcoin","['BTC', 'bitcoin']",CryptoTradeBot2,False
256,Kur Kaç Oldu?,,"Günlük Döviz Kurları /

Daily Currency Exchange Rates

Eski hesap: 
@kurneoldu",2016-08-14 08:28:42,2158.0,1,3,False,2021-02-10 22:00:02,"⏰ 01:00
₿ Bitcoin = 44.998,6093 $
#bitcoin #btc #BTCUSD","['bitcoin', 'btc', 'BTCUSD']",KurKacOldu,False
257,PiRoyot,,Test Twitter Bot for Pi,2020-06-07 10:46:59,1.0,0,0,False,2021-02-10 22:00:02,"Market Id : BTC-AUD
Last Price :58500
24 Hour High :61550
24 Hour Low :57009.19
Best Bid :58420.01
Best Ask : 58500
#btc #bitcoin","['btc', 'bitcoin']",HashTagTrendRoy,False
